,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,rating_numerator,rating_denominator,name,retweet_count,favorite_count,url,stage
232,847962785489326080,,,2017-04-01 00:04:17 +0000,Iphone,This is Georgie. He's very shy. Only puppears when called. Aggressively average at fetch. Unique front paws. Looks slippery. 10/10 would pet https://t.co/rcDs5LkiSj,10,10,Georgie,5410,24428,https://t.co/rcDs5LkiSj,
233,847842811428974592,,,2017-03-31 16:07:33 +0000,Iphone,"This is Rontu. He is described as a pal, cuddle bug, protector and constant shadow. 12/10, but he needs your help

https://t.co/zK4cpKPFfU https://t.co/7Xvoalr798",12,10,Rontu,1425,5696,https://t.co/7Xvoalr798,
234,847617282490613760,8.476061755961385e+17,4196983835.0,2017-03-31 01:11:22 +0000,Iphone,.@breaannanicolee PUPDATE: Cannon has a heart on his nose. Pupgraded to a 13/10,13,10,None,451,7289,13/10,
235,847606175596138505,,,2017-03-31 00:27:14 +0000,Iphone,This is Cannon. He just heard something behind him. Fr*ckin frightened af. 12/10 don't look back just run https://t.co/WTPBWT6Ux1,12,10,Cannon,3602,19523,https://t.co/WTPBWT6Ux1,
236,847251039262605312,,,2017-03-30 00:56:03 +0000,Iphone,This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbRIZQgnq,12,10,Furzey,4560,21269,https://t.co/zhbRIZQgnq,
237,847157206088847362,,,2017-03-29 18:43:12 +0000,Iphone,"Meet Daisy. She's been pup for adoption for months now but hasn't gotten any applications. 11/10 let's change that

https://t.co/Jlb9L0m3J0 https://t.co/Eh7fGFuy6r",11,10,Daisy,6216,20778,https://t.co/Eh7fGFuy6r,
238,847116187444137987,,,2017-03-29 16:00:12 +0000,Iphone,Unbelievable... We. Only. Rate. Dogs. Please stop sending in other things like this Blossoming Flop Kangaroo. Thank you... 11/10 https://t.co/EeeErAbso0,11,10,None,3395,22288,https://t.co/EeeErAbso0,
239,846874817362120707,,,2017-03-29 00:01:05 +0000,Iphone,"This is Tuck. As you can see, he's rather h*ckin rare. Taken seriously until his legs are seen. Tail stuck in a permanent zoom. 13/10 https://t.co/P7PBGqrKSe",13,10,Tuck,4173,20914,https://t.co/P7PBGqrKSe,
240,846514051647705089,,,2017-03-28 00:07:32 +0000,Iphone,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,13,10,Barney,12335,46507,https://t.co/cFAasDXauK,
241,846505985330044928,,,2017-03-27 23:35:28 +0000,Iphone,THIS WAS NOT HIS FAULT HE HAD NO IDEA. 11/10 STILL A VERY GOOD DOG https://t.co/GJ8rozumsy,11,10,None,3291,14715,https://t.co/GJ8rozumsy,
242,846153765933735936,,,2017-03-27 00:15:53 +0000,Iphone,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,13,10,Vixen,9647,33027,https://t.co/a0CkS5ExFR,
243,846139713627017216,,,2017-03-26 23:20:02 +0000,Iphone,SHE DID AN ICY ZOOM AND KNEW WHEN TO PUT ON THE BRAKES 13/10 CANCEL THE GAME THIS IS ALL WE NEED https://t.co/4ctgpGcqAd,13,10,None,10498,32172,https://t.co/4ctgpGcqAd,
244,846042936437604353,,,2017-03-26 16:55:29 +0000,Iphone,Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,12,10,Jarvis,3082,16661,https://t.co/0hLkztpiOW,
245,845812042753855489,,,2017-03-26 01:38:00 +0000,Iphone,We usually don't rate polar bears but this one seems extra good. Majestic as h*ck. 13/10 would hug for a while https://t.co/TLNexlqzXP,13,10,None,9314,30564,https://t.co/TLNexlqzXP,
246,845677943972139009,,,2017-03-25 16:45:08 +0000,Iphone,"C'mon guys. Please only send in dogs. We only rate dogs, not Exceptional-Tongued Peruvian Floor Bears. Thank you... 12/10 https://t.co/z30iQLiXNo",12,10,None,5092,26172,https://t.co/z30iQLiXNo,
248,845397057150107648,,,2017-03-24 22:08:59 +0000,Iphone,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",13,10,Mimosa,1927,7964,https://t.co/jMutBFdw5o,doggo 
249,845306882940190720,,,2017-03-24 16:10:40 +0000,Iphone,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,12,10,Pickles,5745,24330,https://t.co/7mPCF4ZwEk,pupper
251,844979544864018432,7.590995235327795e+17,4196983835.0,2017-03-23 18:29:57 +0000,Iphone,"PUPDATE: I'm proud to announce that Toby is 236 days sober. Pupgraded to a 13/10. We're all very proud of you, Toby https://t.co/a5OaJeRl9B",13,10,None,2754,14231,https://t.co/a5OaJeRl9B,
252,844973813909606400,,,2017-03-23 18:07:10 +0000,Iphone,"This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't give in, Brady https://t.co/B1iBuSq3hr",12,10,Brady,3427,15782,https://t.co/B1iBuSq3hr,
253,844704788403113984,,,2017-03-23 00:18:10 +0000,Iphone,This is Luna. It's her first time outside and a bee stung her nose. Completely h*ckin uncalled for. 13/10 where's the bee I just wanna talk https://t.co/2RYiLGHuPN,13,10,Luna,11040,40431,https://t.co/2RYiLGHuPN,
254,844580511645339650,,,2017-03-22 16:04:20 +0000,Iphone,This is Charlie. He wants to know if you have a moment to talk about washing machine insurance policies. 11/10 would hear him out https://t.co/gAzPqT7uyk,11,10,Charlie,3356,17207,https://t.co/gAzPqT7uyk,
255,844223788422217728,,,2017-03-21 16:26:50 +0000,Iphone,This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would forgive then pet https://t.co/H38HB6rBTx,12,10,Margo,2345,14244,https://t.co/H38HB6rBTx,
256,843981021012017153,,,2017-03-21 00:22:10 +0000,Iphone,HE WAS DOING A SNOOZE NO SHAME IN A SNOOZE 13/10 https://t.co/Gu5wHx3CBd,13,10,None,3120,15804,https://t.co/Gu5wHx3CBd,
257,843856843873095681,,,2017-03-20 16:08:44 +0000,Iphone,Say hello to Sadie and Daisy. They do all their shopping together. Can never agree on what to get. Like an old married pupple. Both 12/10 https://t.co/f5C5l5wa0e,12,10,Sadie,4941,22369,https://t.co/f5C5l5wa0e,
258,843604394117681152,,,2017-03-19 23:25:35 +0000,Iphone,This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC,11,10,Hank,2944,17658,https://t.co/wHUElL84RC,
259,843235543001513987,,,2017-03-18 22:59:54 +0000,Iphone,This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h*ck https://t.co/DKwp2ByMsL,13,10,Tycho,6463,22471,https://t.co/DKwp2ByMsL,
261,842846295480000512,,,2017-03-17 21:13:10 +0000,Iphone,This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs,13,10,Charlie,3846,15916,https://t.co/nFpNgCWWYs,
262,842765311967449089,,,2017-03-17 15:51:22 +0000,Iphone,"Meet Indie. She's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help Indie

https://t.co/fvGkIuAlFK https://t.co/kiCFtmJd7l",12,10,Indie,1360,7061,https://t.co/kiCFtmJd7l,
263,842535590457499648,,,2017-03-17 00:38:32 +0000,Iphone,This is Winnie. She lost her body saving a children's hospital from an avalanche. 13/10 what a h*ckin hero https://t.co/Tf0rh9ZgZe,13,10,Winnie,3747,18937,https://t.co/Tf0rh9ZgZe,
264,842163532590374912,,,2017-03-16 00:00:07 +0000,Iphone,Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6E0hB3xZl,12,10,George,6206,25631,https://t.co/o6E0hB3xZl,
265,842115215311396866,,,2017-03-15 20:48:07 +0000,Iphone,This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy,12,10,Bentley,3244,14666,https://t.co/iDK4OyQJoy,
267,841680585030541313,,,2017-03-14 16:01:03 +0000,Iphone,"This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/10 would pet with caution https://t.co/qUOijSlPnj",12,10,Penny,8300,26850,https://t.co/qUOijSlPnj,
268,841439858740625411,,,2017-03-14 00:04:30 +0000,Iphone,Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for all https://t.co/SVNMdFqKDL,14,10,None,3927,13233,https://t.co/SVNMdFqKDL,
269,841320156043304961,,,2017-03-13 16:08:50 +0000,Iphone,"We don't rate penguins, but if we did, this one would get 12/10 https://t.co/cEORXhwZ5K",12,10,None,5816,20687,https://t.co/cEORXhwZ5K,
270,841314665196081154,,,2017-03-13 15:47:01 +0000,Web Client,This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lVAqDEvZ5,13,10,Max,5027,16582,https://t.co/9lVAqDEvZ5,
271,841077006473256960,,,2017-03-13 00:02:39 +0000,Iphone,This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,12,10,Dawn,5689,23994,https://t.co/XKJrmO4fAQ,
274,840698636975636481,8.406983002988626e+17,8.405478643549184e+17,2017-03-11 22:59:09 +0000,Iphone,@0_kelvin_0 &gt;10/10 is reserved for puppos sorry Kevin,10,10,None,2,188,Kevin,puppo
275,840696689258311684,,,2017-03-11 22:51:24 +0000,Iphone,I didn't even have to intervene. Took him 4 minutes to realize his error. 10/10 for Kevin https://t.co/2gclc1MNr7,10,10,None,1050,12899,https://t.co/2gclc1MNr7,
276,840632337062862849,,,2017-03-11 18:35:42 +0000,Iphone,"Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o",12,10,Maddie,1882,9414,https://t.co/5cncH08G1o,
277,840370681858686976,,,2017-03-11 01:15:58 +0000,Iphone,You have been visited by the magical sugar jar puggo. He has granted you three boops. 13/10 would use immediately https://t.co/76iL7JUQdG,13,10,None,4885,17269,https://t.co/76iL7JUQdG,
278,840268004936019968,,,2017-03-10 18:27:58 +0000,Iphone,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,12,10,Monty,6152,20229,https://t.co/8Wsr6b4RjE,
279,839990271299457024,,,2017-03-10 00:04:21 +0000,Iphone,Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr,13,10,Sojourner,2468,14102,https://t.co/r7W1NbkOtr,
280,839549326359670784,,,2017-03-08 18:52:12 +0000,Iphone,"Meet Winston. He knows he's a little too big for the swing, but he doesn't care. Kindly requests a push. 12/10 would happily oblige https://t.co/GuxEXTdnMu",12,10,Winston,8357,28905,https://t.co/GuxEXTdnMu,
282,839239871831150596,,,2017-03-07 22:22:32 +0000,Iphone,This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm,13,10,Odie,7025,28589,https://t.co/JEXB9RwBmm,
283,838952994649550848,,,2017-03-07 03:22:35 +0000,Iphone,SHE MISPLACED HER HOOMAN 13/10 MISTAKES HAPPEN https://t.co/ngAxYLVYHP,13,10,None,4266,20613,https://t.co/ngAxYLVYHP,
284,838921590096166913,,,2017-03-07 01:17:48 +0000,Iphone,This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv,13,10,Arlo,2231,11739,https://t.co/oXVu9pNZZv,
287,838561493054533637,,,2017-03-06 01:26:54 +0000,Iphone,This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13/10 Walter isn't so sure https://t.co/0av1PEehFI,13,10,Walter,1424,11475,https://t.co/0av1PEehFI,
288,838476387338051585,,,2017-03-05 19:48:43 +0000,Iphone,This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI,13,10,Stanley,5182,23754,https://t.co/51FXNuouHI,
290,838150277551247360,8.381454986911949e+17,21955058.0,2017-03-04 22:12:52 +0000,Iphone,@markhoppus 182/10,182,10,None,354,1770,182/10,
291,838085839343206401,8.380855393624023e+17,2894131180.0,2017-03-04 17:56:49 +0000,Iphone,@bragg6of8 @Andy_Pace_ we are still looking for the first 15/10,15,10,None,0,149,15/10,
292,838083903487373313,,,2017-03-04 17:49:08 +0000,Iphone,This is Daisy. She's puppears to be rare as all h*ck. Only seven like her currently domesticated. 13/10 pettable af https://t.co/meUc8jufAO,13,10,Daisy,3394,18546,https://t.co/meUc8jufAO,
293,837820167694528512,,,2017-03-04 00:21:08 +0000,Iphone,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH",12,10,None,8463,35959,https://t.co/ORiK6jlgdH,pupper
294,837482249356513284,,,2017-03-03 01:58:22 +0000,Iphone,This is Waffles. He's a ship captain in real life and in @GoodDogsGame. Must've gotten to the max level (wink) 13/10 would sail with https://t.co/Z3LAaV2pKz,13,10,Waffles,476,4036,https://t.co/Z3LAaV2pKz,
295,837471256429613056,,,2017-03-03 01:14:41 +0000,Iphone,This is Vincent. He's suave as h*ck. Will be your copilot this evening. Claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzXSVi3,12,10,Vincent,2468,13465,https://t.co/u51tzXSVi3,
296,837366284874571778,,,2017-03-02 18:17:34 +0000,Iphone,This is Lucy. She has a portrait of herself on her ear. Excellent for identification pupposes. 13/10 innovative af https://t.co/uNmxbL2lns,13,10,Lucy,5705,22235,https://t.co/uNmxbL2lns,puppo
297,837110210464448512,,,2017-03-02 01:20:01 +0000,Iphone,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,13,10,Clark,2579,16864,https://t.co/7pUjwe8X6B,pupper
299,836989968035819520,,,2017-03-01 17:22:13 +0000,Iphone,This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someone lower him https://t.co/beWUzGVKRM,12,10,Mookie,2473,13398,https://t.co/beWUzGVKRM,
300,836753516572119041,,,2017-03-01 01:42:39 +0000,Iphone,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,12,10,Meera,4975,20251,https://t.co/GZmNEdyoJY,doggo 
301,836677758902222849,,,2017-02-28 20:41:37 +0000,Iphone,Say hello to Oliver. He's pretty exotic. Fairly pupset as well. Too many midterms coming pup. 11/10 would pet with extreme caution https://t.co/fGAPAsxjKs,11,10,Oliver,2393,13278,https://t.co/fGAPAsxjKs,
304,836380477523124226,,,2017-02-28 01:00:19 +0000,Iphone,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",12,10,Ava,3187,15504,https://t.co/W4KffrdX3Q,pupper
305,836260088725786625,,,2017-02-27 17:01:56 +0000,Iphone,This is Lucy. She spent all morning overseeing the shoveling of the driveway. H*ckin hard work. 13/10 very good girl Lucy https://t.co/gA2GECjiQD,13,10,Lucy,4625,22404,https://t.co/gA2GECjiQD,
306,836001077879255040,,,2017-02-26 23:52:43 +0000,Iphone,Atlas is back and this time he's prettier than the sunset. Seems to be aware of it too. 13/10 would give modeling contract https://t.co/uRdKlFArQE,13,10,None,4631,20137,https://t.co/uRdKlFArQE,
308,835574547218894849,,,2017-02-25 19:37:50 +0000,Iphone,This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10 https://t.co/cVQEnUQd8q,11,10,Eli,3907,18757,https://t.co/cVQEnUQd8q,
311,835297930240217089,,,2017-02-25 01:18:40 +0000,Iphone,Meet Ash. He's a Benebop Cumberplop. Quite rare. Fairly portable. Lil sandy tho. Clearly knows something you don't. 12/10 would hug softly https://t.co/1U0z6r5LSO,12,10,Ash,3232,17306,https://t.co/1U0z6r5LSO,
312,835264098648616962,,,2017-02-24 23:04:14 +0000,Iphone,"Meet Lola. Her hobbies include being precious af and using her foot as a toothbrush. 12/10 Lola requests your help

https://t.co/FYFyHh7rir https://t.co/IiB7ggduoU",12,10,Lola,1840,8170,https://t.co/IiB7ggduoU,
313,835246439529840640,8.35245984028504e+17,26259576.0,2017-02-24 21:54:03 +0000,Iphone,"@jonnysun @Lin_Manuel ok jomny I know you're excited but 960/00 isn't a valid rating, 13/10 is tho",13,10,None,78,2204,tho,
314,835172783151792128,,,2017-02-24 17:01:22 +0000,Iphone,We only rate dogs. Please don't send in any non-canines like this Floppy Tongued House Panda. Thank you... 12/10 would still pet https://t.co/8fX2VkExnL,12,10,None,6200,27559,https://t.co/8fX2VkExnL,
315,835152434251116546,,,2017-02-24 15:40:31 +0000,Iphone,When you're so blinded by your systematic plagiarism that you forget what day it is. 0/10 https://t.co/YbEJPkg4Ag,0,10,None,3255,23678,https://t.co/YbEJPkg4Ag,
316,834931633769889797,,,2017-02-24 01:03:08 +0000,Iphone,This is Tucker. He decided it was time to part ways with his favorite ball. We captured the emotional farewell on camera. 12/10 https://t.co/jTe7Y6P0HK,12,10,Tucker,1784,11429,https://t.co/jTe7Y6P0HK,
317,834786237630337024,,,2017-02-23 15:25:23 +0000,Iphone,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love https://t.co/3FIqvumEXE,13,10,Tobi,5917,22298,https://t.co/3FIqvumEXE,
318,834574053763584002,,,2017-02-23 01:22:14 +0000,Iphone,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,13,10,None,2737,14446,https://t.co/UtEVnQ1ZPg,doggo 
320,834458053273591808,,,2017-02-22 17:41:18 +0000,Iphone,"Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both 12/10 symbiotic af https://t.co/8ZOZS2FSJe",12,10,Chester,1810,10145,https://t.co/8ZOZS2FSJe,
321,834209720923721728,,,2017-02-22 01:14:30 +0000,Iphone,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10 https://t.co/FaeinVjzTZ,12,10,Wilson,5173,21747,https://t.co/FaeinVjzTZ,
322,834167344700198914,,,2017-02-21 22:26:07 +0000,Iphone,This is Sunshine. She doesn't believe in personal space. Eyes pretty far apart for a dog. Has horns (whoa). 11/10 would pet with wonder https://t.co/o3bhLguymB,11,10,Sunshine,3929,16632,https://t.co/o3bhLguymB,
323,834089966724603904,,,2017-02-21 17:18:39 +0000,Iphone,DOGGO ON THE LOOSE I REPEAT DOGGO ON THE LOOSE 10/10 https://t.co/ffIH2WxwF0,10,10,None,2296,10602,https://t.co/ffIH2WxwF0,
324,834086379323871233,,,2017-02-21 17:04:24 +0000,Iphone,This is Lipton. He's a West Romanian Snuggle Pup. Only a few left of his kind. 12/10 would boop https://t.co/5KmXPIGgAG,12,10,Lipton,2398,13791,https://t.co/5KmXPIGgAG,
325,833863086058651648,,,2017-02-21 02:17:06 +0000,Iphone,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,12,10,Bentley,2601,14147,https://t.co/HDloTYilWZ,
326,833826103416520705,,,2017-02-20 23:50:09 +0000,Iphone,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws. 13/10 assertive af https://t.co/WTzhtfevKY,13,10,Charlie,3719,16202,https://t.co/WTzhtfevKY,
328,833722901757046785,,,2017-02-20 17:00:04 +0000,Iphone,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1MQWO2PET,13,10,Bronte,3470,21842,https://t.co/w1MQWO2PET,
329,833479644947025920,,,2017-02-20 00:53:27 +0000,Iphone,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,13,10,Poppy,2240,15690,https://t.co/YGeSpyN8Gu,
330,833124694597443584,,,2017-02-19 01:23:00 +0000,Iphone,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,12,10,Gidget,5241,21315,https://t.co/zD97KYFaFa,pupper
331,832998151111966721,,,2017-02-18 17:00:10 +0000,Iphone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",13,10,Rhino,2400,14041,https://t.co/QX1h0oqMz0,doggo 
333,832757312314028032,,,2017-02-18 01:03:09 +0000,Iphone,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquancy of this one. 13/10 https://t.co/On7muWnWSQ,13,10,Willow,3924,17770,https://t.co/On7muWnWSQ,
334,832682457690300417,,,2017-02-17 20:05:43 +0000,Iphone,Prosperous good boy 13/10 socioeconomic af https://t.co/8YlD5lxPbQ,13,10,None,3177,12541,https://t.co/8YlD5lxPbQ,
335,832645525019123713,,,2017-02-17 17:38:57 +0000,Web Client,"There's going to be a dog terminal at JFK Airport. This is not a drill. 10/10  
https://t.co/dp5h9bCwU7",10,10,not,563,3083,"
https://t.co/dp5h9bCwU7",
336,832636094638288896,,,2017-02-17 17:01:29 +0000,Iphone,This is Orion. He just got back from the dentist. Cavity free af. 12/10 would give extra pats https://t.co/Y4DZx2UWsr,12,10,Orion,3031,16763,https://t.co/Y4DZx2UWsr,
337,832397543355072512,,,2017-02-17 01:13:34 +0000,Iphone,This is Eevee. She wants to see how you're doing. Just checkin pup on you. She hopes you're doing okay. 12/10 extremely good girl https://t.co/nqAJGCHKEt,12,10,Eevee,2408,12621,https://t.co/nqAJGCHKEt,
338,832369877331693569,,,2017-02-16 23:23:38 +0000,Iphone,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie https://t.co/Dhdx5HnQ4d,11,10,Charlie,3451,18133,https://t.co/Dhdx5HnQ4d,
339,832273440279240704,,,2017-02-16 17:00:25 +0000,Iphone,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,14,10,Smiley,2525,11949,https://t.co/SHAb1wHjMz,doggo 
342,832088576586297345,8.320875475599974e+17,30582082.0,2017-02-16 04:45:50 +0000,Iphone,@docmisterio account started on 11/15/15,11,15,None,2,70,11/15/15,
344,832032802820481025,,,2017-02-16 01:04:13 +0000,Iphone,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",12,10,Miguel,5036,18841,https://t.co/SU4K34NT4M,doggo 
345,831939777352105988,,,2017-02-15 18:54:34 +0000,Iphone,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,12,10,Emanuel,6650,25376,https://t.co/k9bzgyVdUT,
346,831926988323639298,8.319030442248356e+17,20683724.0,2017-02-15 18:03:45 +0000,Iphone,@UNC can confirm 12/10,12,10,None,35,361,12/10,
347,831911600680497154,,,2017-02-15 17:02:36 +0000,Iphone,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team. 14/10 for all involved https://t.co/l38R6IZNNg,14,10,Kuyu,7062,29243,https://t.co/l38R6IZNNg,
348,831670449226514432,,,2017-02-15 01:04:21 +0000,Iphone,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg,13,10,Daisy,1965,11047,https://t.co/u6p4LxzHKg,
349,831650051525054464,,,2017-02-14 23:43:18 +0000,Iphone,"I usually only share these on Friday's, but this is Blue. He's a very smoochable pooch who needs your help. 13/10

https://t.co/piiX0ke8Z6 https://t.co/1UHrKcaCiO",13,10,None,2105,7594,https://t.co/1UHrKcaCiO,
350,831552930092285952,,,2017-02-14 17:17:22 +0000,Iphone,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10 https://t.co/BCbmFYLrse,13,10,Dutch,2485,9523,https://t.co/BCbmFYLrse,
351,831322785565769729,,,2017-02-14 02:02:51 +0000,Iphone,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,12,10,Pete,1657,9722,https://t.co/Xc0gyovCtK,
352,831315979191906304,,,2017-02-14 01:35:49 +0000,Web Client,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4,13,10,None,1210,6899,https://t.co/jd6lYhfdH4,pupper
353,831309418084069378,,,2017-02-14 01:09:44 +0000,Iphone,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time https://t.co/ghqMfxxa4V,12,10,Scooter,2643,12408,https://t.co/ghqMfxxa4V,
354,831262627380748289,,,2017-02-13 22:03:49 +0000,Iphone,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY,12,10,Tucker,2227,12600,https://t.co/zqR5XKMpuY,
355,830956169170665475,,,2017-02-13 01:46:03 +0000,Iphone,Say hello to Reggie. He hates puns. 12/10 lighten pup Reggie https://t.co/X4vNEzAod5,12,10,Reggie,1620,8441,https://t.co/X4vNEzAod5,
356,830583320585068544,,,2017-02-12 01:04:29 +0000,Iphone,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13,10,Lilly,18276,70827,https://t.co/SATN4If5H5,
358,830097400375152640,,,2017-02-10 16:53:37 +0000,Iphone,"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more

https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW",13,10,Samson,3263,10396,https://t.co/KoWrMkbMbW,
360,829861396166877184,,,2017-02-10 01:15:49 +0000,Iphone,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU,12,10,Mia,2127,12943,https://t.co/xeudgDXmTU,
361,829501995190984704,,,2017-02-09 01:27:41 +0000,Iphone,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me Leo https://t.co/Xw9JbJHTul,12,10,Leo,11539,33629,https://t.co/Xw9JbJHTul,
362,829449946868879360,,,2017-02-08 22:00:52 +0000,Iphone,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,11,10,None,2205,11083,https://t.co/fmRS43mWQB,
363,829374341691346946,,,2017-02-08 17:00:26 +0000,Iphone,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,13,10,Astrid,10128,36669,https://t.co/xo7FZFIAao,doggo 
364,829141528400556032,,,2017-02-08 01:35:19 +0000,Iphone,This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rHwfySggqR,12,10,Malcolm,8057,25975,https://t.co/rHwfySggqR,
365,829011960981237760,,,2017-02-07 17:00:28 +0000,Iphone,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home https://t.co/U50RlRw4is,13,10,Dexter,17634,56151,https://t.co/U50RlRw4is,
